Symbol,Name,Date,Transaction,Qty,Price,Commission,Tax,Broker
06837,海通证券,2016-10-11,BUY,2000,13.5,21.6,28.729,盈透
03618,重庆农村商业银行,2016-10-13,SELL,-9000,4.64,33.408,43.127520000000004,盈透
01211,比亚迪股份,2016-10-13,BUY,500,50.45,20.18,26.681075,盈透
06837,海通证券,2016-10-13,SELL,-2000,13.56,21.695999999999998,28.73224,盈透
01211,比亚迪股份,2016-10-14,SELL,-500,50.45,20.18,26.681075,盈透
01211,比亚迪股份,2016-10-14,SELL,-500,50.35,7.44,26.0,富途
00777,网龙,2016-10-17,SELL,-500,25.6,18.0,13.3456,盈透
03618,重庆农村商业银行,2016-10-17,SELL,-1000,4.71,5.87,5.0,富途
00777,网龙,2016-10-17,SELL,-1000,25.6,12.98,26.0,富途
00966,中国太平,2016-10-19,BUY,1000,15.76,18.0,17.425520000000002,盈透
02238,广汽集团,2016-10-25,BUY,4000,10.74,34.368,44.15992,盈透
01918,融创中国,2016-10-26,BUY,3000,5.3,12.23,17.0,富途
02238,广汽集团,2016-10-30,SELL,-4000,10.14,32.448,42.09512,盈透
02333,长城汽车,2016-11-01,SELL,-2000,7.58,6.67,16.0,富途
01918,融创中国,2016-11-01,BUY,2000,5.36,6.67,11.0,富途
02333,长城汽车,2016-11-01,SELL,-4000,7.63,7.85,31.0,富途
01918,融创中国,2016-11-08,BUY,3000,5.54,6.78,17.0,富途
03968,招商银行,2016-11-08,BUY,1000,17.86,18.0,18.48222,盈透
00966,中国太平,2016-11-08,BUY,800,14.76,18.0,12.318816,盈透
06837,海通证券,2016-11-08,BUY,1200,13.46,18.0,17.436104,盈透
01333,中国忠旺,2016-11-09,BUY,3200,3.46,18.0,12.298944,盈透
01918,融创中国,2016-11-09,BUY,2000,5.51,11.86,12.0,富途
01918,融创中国,2016-11-09,BUY,3000,5.46,6.76,17.0,富途
01918,融创中国,2016-11-09,BUY,2000,5.41,6.33,11.0,富途
01918,融创中国,2016-11-09,BUY,3000,5.36,6.73,17.0,富途
01333,中国忠旺,2016-11-10,BUY,2000,3.54,18.0,8.19116,盈透
01333,中国忠旺,2016-11-10,BUY,1600,3.56,18.0,6.153792,盈透
06837,海通证券,2016-11-10,BUY,800,13.76,18.0,12.297216,盈透
01333,中国忠旺,2016-11-17,BUY,2000,3.69,18.0,8.19926,盈透
01333,中国忠旺,2016-11-18,BUY,4000,3.63,6.62,15.0,富途
01333,中国忠旺,2016-11-22,SELL,-1600,3.73,18.0,6.161136,盈透
01333,中国忠旺,2016-11-23,SELL,-400,3.63,18.0,2.0392040000000002,盈透
00966,中国太平,2016-11-28,BUY,400,17.86,18.0,8.192888,盈透
03968,招商银行,2016-11-28,SELL,-1000,19.2,18.0,20.5184,盈透
01548,金斯瑞生物科技,2016-12-01,BUY,4000,4.06,18.0,17.43848,盈透
01548,金斯瑞生物科技,2016-12-01,BUY,2000,4.08,18.0,9.22032,盈透
00966,中国太平,2016-12-01,SELL,-2000,17.64,28.224,36.95256,盈透
01548,金斯瑞生物科技,2016-12-02,BUY,2000,4.03,18.0,9.21762,盈透
01548,金斯瑞生物科技,2016-12-05,BUY,2000,3.86,18.0,8.20844,盈透
01548,金斯瑞生物科技,2016-12-11,BUY,2000,3.08,18.0,7.16632,盈透
03968,招商银行,2016-12-22,SELL,-4000,17.66,56.512,72.90728,盈透
01548,金斯瑞生物科技,2016-12-22,BUY,2000,3.28,18.0,7.1771199999999995,盈透
01333,中国忠旺,2016-12-23,BUY,2800,3.34,6.22,10.0,富途
03968,招商银行,2016-12-23,SELL,-1000,17.66,6.86,18.0,富途
00966,中国太平,2016-12-23,BUY,1000,15.64,18.0,16.422279999999994,盈透
00998,中信银行,2016-12-28,BUY,2000,4.81,6.24,10.0,富途
03399,粤运交通,2016-12-28,SELL,-6000,4.15,12.92,26.0,富途
00998,中信银行,2016-12-29,BUY,3000,4.84,6.62,15.0,富途
01333,中国忠旺,2016-12-29,SELL,-14000,3.28,36.736,47.23984,盈透
01333,中国忠旺,2016-12-30,SELL,-6800,3.27,7.2,23.0,富途
01918,融创中国,2017-01-18,SELL,-3000,6.76,7.06,21.0,富途
01088,中国神华,2017-01-19,BUY,1000,15.86,6.72,16.0,富途
01918,融创中国,2017-01-20,SELL,-10000,6.54,32.6,68.0,富途
03818,中国动向,2017-01-23,BUY,3000,1.42,18.0,5.1150199999999995,盈透
01548,金斯瑞生物科技,2017-01-24,SELL,-14000,3.1,34.72,45.1718,盈透
00165,中国光大控股,2017-01-25,BUY,2000,14.86,7.79,30.0,富途
01088,中国神华,2017-01-25,SELL,-1000,16.16,6.75,17.0,富途
00165,中国光大控股,2017-01-27,BUY,2000,14.96,7.81,30.0,富途
01548,金斯瑞生物科技,2017-02-01,BUY,10000,3.4,27.2,34.918,盈透
01055,中国南方航空股份,2017-02-10,BUY,6000,4.62,22.176,28.748440000000002,盈透
00998,中信银行,2017-02-10,BUY,2000,5.26,6.31,11.0,富途
03818,中国动向,2017-02-13,BUY,5000,1.52,18.0,8.2052,盈透
01055,中国南方航空股份,2017-02-13,BUY,4000,4.82,18.0,20.52056,盈透
03818,中国动向,2017-02-14,BUY,5000,1.52,18.0,8.2052,盈透
01548,金斯瑞生物科技,2017-02-14,BUY,2000,3.66,18.0,8.19764,盈透
03399,粤运交通,2017-02-16,BUY,5000,4.86,19.44,25.6561,盈透
03399,粤运交通,2017-02-17,BUY,2000,4.9,11.76,10.0,富途
00165,中国光大控股,2017-02-21,BUY,2000,15.56,7.9,32.0,富途
00998,中信银行,2017-02-22,SELL,-2000,5.41,11.84,12.0,富途
00165,中国光大控股,2017-02-22,SELL,-2000,15.66,7.92,32.0,富途
01055,中国南方航空股份,2017-02-22,BUY,2000,5.09,18.0,11.27486,盈透
01548,金斯瑞生物科技,2017-02-23,BUY,2000,4.3,6.16,9.0,富途
03399,粤运交通,2017-02-23,BUY,3000,5.19,18.0,16.42039,盈透
06837,海通证券,2017-02-23,SELL,-4000,14.48,46.33600000000001,59.56384,盈透
00512,远大医药,2017-02-24,BUY,20000,1.75,8.2,35.0,富途
01548,金斯瑞生物科技,2017-02-24,BUY,2000,3.96,18.0,8.21384,盈透
03399,粤运交通,2017-02-26,BUY,2000,5.46,18.0,11.294839999999999,盈透
03818,中国动向,2017-02-27,SELL,-13000,1.45,18.0,19.50895,盈透
01548,金斯瑞生物科技,2017-03-08,BUY,2000,4.76,18.0,10.25704,盈透
03399,粤运交通,2017-03-08,BUY,2000,6.46,18.0,13.34884,盈透
03399,粤运交通,2017-03-10,BUY,2000,6.16,18.0,13.33264,盈透
01548,金斯瑞生物科技,2017-03-13,BUY,2000,5.06,18.0,11.27324,盈透
03399,粤运交通,2017-03-13,SELL,-2000,6.06,18.0,13.32724,盈透
01548,金斯瑞生物科技,2017-03-16,SELL,-2000,5.1,18.0,11.2754,盈透
01548,金斯瑞生物科技,2017-03-21,SELL,-2000,4.76,6.24,10.0,富途
01548,金斯瑞生物科技,2017-03-21,SELL,-2000,4.4,18.0,9.2376,盈透
01548,金斯瑞生物科技,2017-03-21,SELL,-4000,4.4,3.12,18.4752,盈透
03399,粤运交通,2017-03-22,BUY,2000,5.96,18.0,12.32184,盈透
01548,金斯瑞生物科技,2017-03-30,SELL,-4000,4.3,18.0,18.4644,盈透
01918,融创中国,2017-03-30,BUY,2000,9.96,18.0,20.53784,盈透
01918,融创中国,2017-03-30,BUY,2000,10.1,18.0,21.5454,盈透
01918,融创中国,2017-03-30,BUY,2000,10.02,18.0,21.541079999999997,盈透
01918,融创中国,2017-03-30,BUY,1000,10.06,6.27,11.0,富途
01055,中国南方航空股份,2017-03-30,SELL,-2000,5.31,18.0,11.28674,盈透
00966,中国太平,2017-04-18,BUY,600,18.42,0.0,12.298404,盈透
00966,中国太平,2017-04-18,BUY,200,18.42,18.0,4.099468,盈透
01918,融创中国,2017-04-18,BUY,1000,11.42,18.0,12.30834,盈透
01548,金斯瑞生物科技,2017-04-18,SELL,-6000,3.64,18.0,22.589679999999998,盈透
01918,融创中国,2017-04-24,BUY,1000,10.8,6.33,11.0,富途
01918,融创中国,2017-04-24,BUY,3000,10.72,25.728,33.868320000000004,盈透
01918,融创中国,2017-04-24,BUY,3000,10.74,25.776,33.86994,盈透
01918,融创中国,2017-04-24,BUY,1000,10.66,18.0,11.28782,盈透
03399,粤运交通,2017-04-24,SELL,-2000,5.65,6.38,12.0,富途
03399,粤运交通,2017-04-24,SELL,-14000,5.64,63.168,81.13192,盈透
00966,中国太平,2017-04-26,BUY,1000,19.62,7.01,20.0,富途
