Date,Close
2014-10-23,2.35
2014-10-24,2.34
2014-10-27,2.33
2014-10-28,2.33
2014-10-29,2.33
2014-10-30,2.31
2014-11-03,2.35
2014-11-05,2.36
2014-11-06,2.37
2014-11-07,2.37
2014-11-10,2.38
2014-11-11,2.37
2014-11-13,2.36
2014-11-14,2.35
2014-11-18,2.33
2014-11-19,2.34
2014-11-21,2.32
2014-11-24,2.35
2014-11-26,2.33
2014-11-27,2.35
2014-11-28,2.35
2014-12-01,2.33
2014-12-02,2.33
2014-12-03,2.31
2014-12-04,2.35
2014-12-08,2.33
2014-12-09,2.26
2014-12-10,2.29
2014-12-11,2.28
2014-12-12,2.26
2014-12-15,2.25
2014-12-16,2.19
2014-12-17,2.17
2014-12-18,2.1
2014-12-19,2.12
2014-12-22,2.12
2014-12-23,2.11
2014-12-24,2.09
2014-12-29,2.08
2014-12-30,2.08
2014-12-31,2.11
2015-01-02,2.14
2015-01-07,2.15
2015-01-08,2.14
2015-01-09,2.14
2015-01-12,2.15
2015-01-13,2.1
2015-01-14,2.15
2015-01-15,2.1
2015-01-16,2.14
2015-01-19,2.1
2015-01-22,2.1
2015-01-23,2.23
2015-01-26,2.13
2015-01-27,2.2
2015-01-28,2.17
2015-01-30,2.17
2015-02-02,2.17
2015-02-03,2.19
2015-02-05,2.27
2015-02-06,2.22
2015-02-09,2.26
2015-02-10,2.2
2015-02-12,2.21
2015-02-16,2.18
2015-02-17,2.26
2015-02-23,2.26
2015-02-24,2.27
2015-02-26,2.27
2015-02-27,2.27
2015-03-02,2.26
2015-03-03,2.21
2015-03-05,2.19
2015-03-06,2.22
2015-03-11,2.23
2015-03-17,2.27
2015-03-18,2.28
2015-03-19,2.28
2015-03-20,2.27
2015-03-23,2.24
2015-03-24,2.22
2015-03-25,2.23
2015-03-26,2.26
2015-03-27,2.23
2015-03-31,2.22
2015-04-01,2.23
2015-04-02,2.22
2015-04-08,2.28
2015-04-09,2.26
2015-04-10,2.34
2015-04-13,2.37
2015-04-14,2.3
2015-04-15,2.38
2015-04-16,2.37
2015-04-17,2.37
2015-04-20,2.3
2015-04-21,2.3
