Date,Close
2015-01-06,3.71
2015-01-07,3.63
2015-01-08,3.62
2015-01-09,3.55
2015-01-12,3.46
2015-01-13,3.45
2015-01-14,3.38
2015-01-15,3.42
2015-01-16,3.39
2015-01-19,3.31
2015-01-20,3.36
2015-01-21,3.47
2015-01-22,3.41
2015-01-23,3.44
2015-01-26,3.5
2015-01-27,3.48
2015-01-28,3.48
2015-01-29,3.42
2015-01-30,3.41
2015-02-02,3.33
2015-02-03,3.38
2015-02-04,3.34
2015-02-05,3.33
2015-02-06,3.25
2015-02-09,3.11
2015-02-10,3.16
2015-02-11,3.08
2015-02-12,3.12
2015-02-13,3.11
2015-02-16,3.12
2015-02-17,3.11
2015-02-18,3.17
2015-02-23,3.16
2015-02-24,3.18
2015-02-25,3.27
2015-02-26,3.32
2015-02-27,3.35
2015-03-02,3.32
2015-03-03,3.37
2015-03-04,3.41
2015-03-05,3.42
2015-03-06,3.44
2015-03-09,3.43
2015-03-10,3.62
2015-03-11,3.56
2015-03-12,3.54
2015-03-13,3.51
2015-03-16,3.51
2015-03-17,3.4
2015-03-18,3.44
2015-03-19,3.41
2015-03-20,3.32
2015-03-23,3.28
2015-03-24,3.23
2015-03-25,3.19
2015-03-26,3.17
2015-03-27,3.18
2015-03-30,3.49
2015-03-31,3.47
2015-04-01,3.57
2015-04-02,3.73
2015-04-08,4.12
2015-04-09,4.2
2015-04-10,4.6
2015-04-13,4.87
2015-04-14,4.86
2015-04-15,4.72
2015-04-16,4.91
2015-04-17,4.8
2015-04-20,4.55
2015-04-21,4.57
2015-04-22,4.79
2015-04-23,4.89
2015-04-24,4.8
2015-04-27,4.88
2015-04-28,4.78
2015-04-29,4.69
2015-04-30,4.72
2015-05-04,4.76
2015-05-05,4.65
2015-05-06,4.53
2015-05-07,4.46
2015-05-08,4.55
2015-05-11,4.63
2015-05-12,4.57
2015-05-13,4.55
2015-05-14,4.82
2015-05-15,4.79
2015-05-18,4.77
2015-05-19,4.7
2015-05-20,4.73
2015-05-21,4.67
2015-05-22,4.69
2015-05-26,4.73
2015-05-27,4.66
2015-05-28,4.66
2015-05-29,4.58
2015-06-01,4.65
2015-06-02,4.52
2015-06-03,4.43
2015-06-04,4.35
2015-06-05,4.32
2015-06-08,4.29
2015-06-09,4.13
2015-06-10,4.12
2015-06-11,4.1
2015-06-12,4.21
2015-06-15,4.09
2015-06-16,3.96
2015-06-17,4.0
2015-06-18,3.95
2015-06-19,3.95
2015-06-22,3.98
2015-06-23,4.17
2015-06-24,4.1
2015-06-25,4.09
2015-06-26,4.03
2015-06-29,3.93
2015-06-30,3.98
2015-07-02,3.9
2015-07-03,3.75
2015-07-06,3.44
2015-07-07,3.13
2015-07-08,2.83
2015-07-09,3.38
2015-07-10,3.55
2015-07-13,3.88
2015-07-14,3.7
2015-07-15,3.56
2015-07-16,3.62
2015-07-17,3.69
2015-07-20,3.6
2015-07-21,3.66
2015-07-22,3.6
2015-07-23,3.61
2015-07-24,3.54
2015-07-27,3.35
2015-07-28,3.3
2015-07-29,3.36
2015-07-30,3.31
2015-08-13,2.9
2015-08-14,2.97
2015-08-17,2.91
2015-08-18,2.87
2015-08-19,2.9
2015-08-20,2.98
2015-08-21,2.87
2015-08-24,2.55
2015-08-25,2.56
2015-08-26,2.57
2015-08-27,2.74
2015-08-28,2.79
2015-08-31,2.69
2015-09-01,2.58
2015-09-02,2.57
2015-09-04,2.56
2015-09-07,2.63
2015-09-08,2.74
2015-09-09,2.8
2015-09-10,2.74
2015-09-11,2.77
2015-09-14,2.81
2015-09-15,2.84
2015-09-16,2.91
2015-09-17,2.86
2015-09-18,2.95
