Date,Close
2015-01-19,11.48
2015-01-20,11.42
2015-01-21,11.3
2015-01-22,11.46
2015-01-23,11.6
2015-01-26,12.2
2015-01-27,12.26
2015-01-28,12.18
2015-01-29,11.86
2015-01-30,11.86
2015-02-02,11.48
2015-02-03,11.42
2015-02-04,11.38
2015-02-05,10.86
2015-02-06,10.92
2015-02-09,10.88
2015-02-10,10.4
2015-02-11,10.78
2015-02-12,10.88
2015-02-13,11.72
2015-02-16,12.54
2015-02-17,12.18
2015-02-18,12.3
2015-02-23,12.26
2015-02-24,12.36
2015-02-25,12.8
2015-02-26,12.92
2015-02-27,12.82
2015-03-02,12.74
2015-03-03,12.52
2015-03-04,12.54
2015-03-05,12.52
2015-03-06,12.76
2015-03-09,12.88
2015-03-10,13.46
2015-03-11,13.88
2015-03-12,14.56
2015-03-13,14.42
2015-03-16,14.3
2015-03-17,14.2
2015-03-18,14.5
2015-03-19,15.04
2015-03-20,14.62
2015-03-23,14.6
2015-03-24,14.46
2015-03-25,14.48
2015-03-26,13.56
2015-03-27,13.96
2015-03-30,13.62
2015-03-31,14.1
2015-04-01,13.94
2015-04-02,14.92
2015-04-08,16.28
2015-04-09,16.92
2015-04-10,17.56
2015-04-13,17.74
2015-04-14,17.6
2015-04-15,17.08
2015-04-16,17.44
2015-04-17,16.38
2015-04-20,15.88
2015-04-21,16.6
2015-04-22,17.26
2015-04-23,16.84
2015-04-24,16.66
2015-04-27,16.78
2015-04-28,17.18
2015-04-29,17.48
2015-04-30,17.36
2015-05-04,17.62
2015-05-05,17.62
2015-05-06,18.08
2015-05-07,17.88
2015-05-08,19.1
2015-05-11,19.6
2015-05-12,17.38
2015-05-13,17.58
2015-05-14,16.6
2015-05-15,17.28
2015-05-18,17.36
2015-05-19,18.04
2015-05-20,18.3
2015-05-21,18.08
2015-05-22,17.36
2015-05-26,17.74
2015-05-27,17.0
2015-05-28,16.9
2015-05-29,17.02
2015-06-01,16.96
2015-06-02,16.76
2015-06-03,16.6
2015-06-04,16.54
2015-06-05,16.44
2015-06-08,16.32
2015-06-09,16.12
2015-06-10,16.26
2015-06-11,16.74
2015-06-12,16.7
2015-06-15,16.46
2015-06-16,15.92
2015-06-17,16.06
2015-06-18,17.36
2015-06-19,17.4
2015-06-22,18.26
2015-06-23,17.86
2015-06-24,17.88
2015-06-25,17.96
2015-06-26,17.4
2015-06-29,16.28
2015-06-30,16.9
2015-07-02,17.04
2015-07-03,16.96
2015-07-06,14.98
2015-07-07,14.3
2015-07-08,14.06
2015-07-09,15.24
2015-07-10,17.04
2015-07-13,16.98
2015-07-14,17.4
2015-07-15,17.08
2015-07-16,17.66
