Date,Close
2015-12-01,16.71
2015-12-02,16.8
2015-12-03,17.45
2015-12-04,17.1
2015-12-07,17.56
2015-12-08,17.5
2015-12-09,17.35
2015-12-10,17.44
2015-12-11,15.9
2015-12-14,15.46
2015-12-15,15.96
2015-12-16,15.69
2015-12-17,16.21
2015-12-18,15.96
2015-12-21,15.9
2015-12-22,16.02
2015-12-23,16.68
2015-12-24,16.12
2015-12-25,15.93
2015-12-28,15.55
2015-12-29,15.71
2015-12-30,15.89
2015-12-31,15.46
2016-01-04,14.05
2016-01-05,13.38
2016-01-06,14.16
2016-01-07,12.8
2016-01-08,13.0
2016-01-11,11.8
2016-01-12,11.97
2016-01-13,11.4
2016-01-14,11.54
2016-01-15,10.66
2016-01-18,10.8
2016-01-19,11.6
2016-01-20,12.38
2016-01-21,12.37
2016-01-22,12.62
2016-01-25,12.88
2016-01-26,11.93
2016-01-27,12.4
2016-01-28,12.74
2016-01-29,13.93
2016-02-01,14.29
2016-02-02,14.49
2016-02-03,14.65
2016-02-04,14.87
2016-02-05,14.88
2016-02-15,13.73
2016-02-16,14.28
2016-02-17,13.97
2016-02-18,14.74
2016-02-19,14.62
2016-02-22,14.87
2016-02-23,14.51
2016-02-24,14.63
2016-02-25,13.99
2016-02-26,14.05
2016-02-29,13.66
2016-03-01,13.68
2016-03-02,14.39
2016-03-03,14.39
2016-03-04,14.35
2016-03-07,14.3
2016-03-08,14.05
2016-03-09,13.55
2016-03-10,13.51
2016-03-11,14.22
2016-03-14,14.71
2016-03-15,14.98
2016-03-16,14.56
2016-03-17,15.24
2016-03-18,15.43
2016-03-21,15.65
2016-03-22,15.69
2016-03-23,16.03
2016-03-24,15.71
2016-03-25,15.52
2016-03-28,15.22
2016-03-29,14.65
2016-03-30,15.3
2016-03-31,15.64
2016-04-01,15.78
2016-04-05,16.05
2016-04-06,15.88
2016-04-07,16.18
2016-04-08,16.07
2016-04-11,15.91
2016-04-12,15.94
2016-04-13,16.01
2016-04-14,16.02
2016-04-15,15.97
2016-04-18,15.66
2016-04-19,15.65
2016-04-20,15.68
2016-04-21,15.97
2016-04-22,16.07
