,Fund,Earning,Value,Market,Commission,Tax
2017-04-24,457567.2,317938.32,775505.52,741710.0,6911.14,7346.86
2017-04-25,457567.2,336785.3,794352.5,760560.0,6911.02,7346.85
2017-04-26,457567.2,338189.32,795756.52,716500.0,6934.29,7432.86
2017-04-27,457567.2,329150.47,786717.67,748300.0,7025.99,7581.34
2017-04-28,457567.2,304782.85,762350.05,734160.0,7043.65,7592.61
2017-04-29,457567.2,304782.85,762350.05,734160.0,7043.65,7592.61
2017-04-30,457567.2,304784.15,762351.35,734160.0,7043.7,7592.61
2017-05-01,457567.2,304780.27,762347.47,734160.0,7043.55,7592.61
2017-05-02,457567.2,307994.92,765562.12,737360.0,7044.12,7592.62
2017-05-03,457567.2,307994.92,765562.12,737360.0,7044.12,7592.62
2017-05-04,457567.2,292692.08,750259.28,732170.0,7050.48,7603.62
2017-05-05,457567.2,283253.28,740820.48,722720.0,7050.92,7603.62
2017-05-06,457567.2,283253.71,740820.91,722720.0,7050.94,7603.62
2017-05-07,457567.2,283253.71,740820.91,722720.0,7050.94,7603.62
2017-05-08,457567.2,286474.57,744041.77,725940.0,7050.97,7603.62
2017-05-09,457567.2,317632.42,775199.62,757100.0,7050.88,7603.62
2017-05-10,457567.2,306903.2,764470.4,746360.0,7051.31,7603.62
2017-05-11,457567.2,314057.85,771625.05,753500.0,7051.88,7603.63
2017-05-12,457567.2,316996.38,774563.58,756420.0,7052.61,7603.63
2017-05-13,457567.2,316994.23,774561.43,756420.0,7052.53,7603.63
2017-05-14,457567.2,316994.66,774561.86,756420.0,7052.55,7603.63
2017-05-15,457567.2,316230.52,773797.72,755680.0,7051.6,7603.62
2017-05-16,457567.2,321770.09,779337.29,761220.0,7051.58,7603.62
2017-05-17,457567.2,315234.81,772802.01,733640.0,7088.82,7662.62
2017-05-18,457567.2,320312.4,777879.6,738740.0,7087.94,7662.62
2017-05-19,457567.2,350972.4,808539.6,769400.0,7087.94,7662.62
2017-05-20,457567.2,350978.86,808546.06,769400.0,7088.2,7662.62
2017-05-21,457567.2,350810.47,808377.67,710300.0,7135.44,7724.21
2017-05-22,457567.2,382016.5,839583.7,741500.0,7135.68,7724.21
2017-05-23,457567.2,372111.16,829678.36,731580.0,7136.26,7724.22
2017-05-24,457567.2,417505.47,875072.67,754620.0,7193.43,10052.22
2017-05-25,457567.2,417496.24,875063.44,754600.0,7193.85,10052.22
2017-05-26,457567.2,401541.85,859109.05,738640.0,7194.07,10052.22
2017-05-27,457567.2,401543.57,859110.77,738640.0,7194.14,10052.22
2017-05-28,457567.2,401543.57,859110.77,738640.0,7194.14,10052.22
2017-05-29,457567.2,456288.31,913855.51,793380.0,7194.33,10052.23
2017-05-30,457567.2,456284.0,913851.2,793380.0,7194.16,10052.22
2017-05-31,457567.2,444814.33,902381.53,913589.62,7261.39,10129.74
2017-06-01,457567.2,454869.18,912436.38,865320.0,7275.3,10129.74
2017-06-02,457567.2,472728.28,930295.48,883180.0,7275.26,10129.74
2017-06-03,457567.2,472718.8,930286.0,883180.0,7274.9,10129.73
2017-06-04,457567.2,472718.8,930286.0,883180.0,7274.9,10129.73
2017-06-05,457567.2,507534.15,965101.35,917980.0,7275.49,10129.74
2017-06-06,457567.2,511602.27,969169.47,922040.0,7275.8,10129.74
2017-06-07,457567.2,515684.53,973251.73,926120.0,7275.89,10129.74
2017-06-08,457567.2,522575.81,980143.01,933000.0,7276.32,10129.74
2017-06-09,457567.2,491638.07,949205.27,902060.0,7276.41,10129.74
2017-06-10,457567.2,491635.81,949203.01,902060.0,7276.32,10129.74
2017-06-11,457567.2,491635.81,949203.01,902060.0,7276.32,10129.74
2017-06-12,457567.2,493694.1,951261.3,901340.0,7309.75,10329.75
2017-06-13,457567.2,570526.87,1028094.07,978180.0,7309.48,10329.74
2017-06-14,457567.2,520625.97,978193.17,928280.0,7309.44,10329.74
2017-06-15,457567.2,519443.0,977010.2,850340.0,7371.62,10408.83
2017-06-16,457567.2,488958.93,946526.13,819860.0,7371.46,10408.82
2017-06-17,457567.2,488958.48,946525.68,819860.0,7371.45,10408.82
2017-06-18,457567.2,488958.48,946525.68,819860.0,7371.45,10408.82
2017-06-19,457567.2,515994.68,973561.88,928060.0,7436.19,10493.01
2017-06-20,457567.2,520636.48,978203.68,932700.0,7436.26,10493.01
2017-06-21,457567.2,520235.58,977802.78,932300.0,7436.23,10493.01
2017-06-22,457567.2,506114.32,963681.52,918160.0,7457.86,10635.01
2017-06-23,457567.2,512537.48,970104.68,924580.0,7457.98,10635.01
2017-06-24,457567.2,512537.48,970104.68,924580.0,7457.98,10635.01
2017-06-25,457567.2,512537.48,970104.68,924580.0,7457.98,10635.01
2017-06-26,457567.2,551337.91,1008905.11,884320.0,7551.69,10717.11
2017-06-27,457567.2,549261.97,1006829.17,882240.0,7551.85,10717.11
2017-06-28,457567.2,536799.13,994366.33,869760.0,7552.51,10717.12
2017-06-29,457567.2,576240.93,1033808.13,909200.0,7552.57,10717.12
2017-06-30,457567.2,615751.76,1073318.96,948700.0,7552.99,10717.12
2017-07-01,457567.2,615756.28,1073323.48,948700.0,7553.16,10717.12
2017-07-02,457567.2,614262.28,1071829.48,1026100.0,7616.16,10798.25
2017-07-03,457567.2,654568.53,1112135.73,1066390.0,7616.79,10798.25
2017-07-04,457567.2,615783.63,1073350.83,1027620.0,7616.22,10798.25
2017-07-05,457567.2,604025.44,1061592.64,1015860.0,7616.29,10798.25
2017-07-06,457567.2,609643.04,1067210.24,1021460.0,7616.96,10798.26
2017-07-07,457567.2,552618.53,1010185.73,964440.0,7616.79,10798.25
2017-07-08,457567.2,552622.14,1010189.34,964440.0,7616.93,10798.25
2017-07-09,457567.2,552619.43,1010186.63,964440.0,7616.82,10798.25
2017-07-10,457567.2,554226.65,1011793.85,966040.0,7617.1,10798.26
2017-07-11,457567.2,665185.3,1122752.5,1077000.0,7617.05,10798.26
2017-07-12,457567.2,661159.43,1118726.63,1072980.0,7616.82,10798.25
2017-07-13,457567.2,653929.95,1111497.15,1065760.0,7616.46,10798.25
2017-07-14,457567.2,667862.28,1125429.48,1079700.0,7616.16,10798.25
2017-07-15,457567.2,667846.48,1125413.68,1079700.0,7615.56,10798.25
2017-07-16,457567.2,667846.48,1125413.68,1079700.0,7615.56,10798.25
2017-07-17,457567.2,677716.01,1135283.21,919380.0,7650.63,10972.25
2017-07-18,457567.2,625784.33,1083351.53,1003410.0,7683.24,11109.25
2017-07-19,457567.2,681415.62,1138982.82,1024770.0,7691.94,11144.25
2017-07-20,457567.2,780020.13,1237587.33,1123370.0,7692.12,11144.25
2017-07-21,457567.2,781849.23,1239416.43,1125200.0,7692.08,11144.25
2017-07-22,457567.2,781851.94,1239419.14,1125200.0,7692.19,11144.25
2017-07-23,457567.2,781851.94,1239419.14,1125200.0,7692.19,11144.25
2017-07-24,457567.2,795459.3,1253026.5,1138820.0,7691.7,11144.25
2017-07-25,457567.2,734174.72,1191741.92,1077530.0,7691.91,11144.25
2017-07-26,457567.2,766041.42,1223608.62,1109380.0,7692.55,11144.25
2017-07-27,457567.2,826360.58,1283927.78,1169710.0,7692.13,11144.25
2017-07-28,457567.2,802922.39,1260489.59,1146270.0,7692.2,11144.25
2017-07-29,457567.2,802923.74,1260490.94,1146270.0,7692.25,11144.25
2017-07-30,457567.2,802923.74,1260490.94,1146270.0,7692.25,11144.25
2017-07-31,457567.2,824358.45,1281925.65,1206840.0,7700.88,11184.25
2017-08-01,457567.2,805239.27,1262806.47,982590.0,7865.54,11395.8
2017-08-02,457567.2,779068.68,1236635.88,956400.0,7866.28,11395.81
2017-08-03,457567.2,759753.19,1217320.39,937080.0,7866.46,11395.81
2017-08-04,457567.2,771707.62,1229274.82,989480.0,7875.34,11436.81
2017-08-05,457567.2,771708.52,1229275.72,989480.0,7875.38,11436.81
2017-08-06,457567.2,771708.52,1229275.72,989480.0,7875.38,11436.81
2017-08-07,457567.2,771783.86,1229351.06,989540.0,7875.97,11436.82
2017-08-08,457567.2,810717.48,1268284.68,1028470.0,7876.11,11436.82
2017-08-09,457567.2,814242.95,1271810.15,960318.0,7971.0,11561.05
2017-08-10,457567.2,802140.19,1259707.39,969300.0,7994.67,11583.51
2017-08-11,457567.2,763611.02,1221178.22,930760.0,7995.09,11583.52
2017-08-12,457567.2,763613.28,1221180.48,930760.0,7995.17,11583.52
2017-08-13,457567.2,763613.28,1221180.48,930760.0,7995.17,11583.52
2017-08-14,457567.2,786401.4,1243968.6,953540.0,7995.49,11583.52
2017-08-15,457567.2,772242.69,1229809.89,939370.0,7995.92,11583.52
2017-08-16,457567.2,774944.11,1232511.31,942080.0,7995.59,11583.52
2017-08-17,457567.2,778633.63,1236200.83,963880.0,8013.76,11603.01
2017-08-18,457567.2,754646.63,1212213.83,974560.0,8041.44,11638.94
2017-08-19,457567.2,754649.33,1212216.53,974560.0,8041.55,11638.95
2017-08-20,457567.2,754650.24,1212217.44,974560.0,8041.58,11638.95
2017-08-21,457567.2,798892.49,1256459.69,1018800.0,8041.67,11638.95
2017-08-22,457567.2,821932.49,1279499.69,1041840.0,8041.67,11638.95
2017-08-23,457567.2,821937.91,1279505.11,1041840.0,8041.88,11638.95
2017-08-24,457567.2,838929.78,1296496.98,1058840.0,8041.57,11638.95
2017-08-25,457567.2,827143.23,1284710.43,929410.0,8093.35,11760.93
2017-08-26,457567.2,827132.84,1284700.04,929410.0,8092.95,11760.93
2017-08-27,457567.2,827128.78,1284695.98,929410.0,8092.8,11760.93
2017-08-28,457567.2,833200.9,1290768.1,935460.0,8093.65,11760.94
2017-08-29,457567.2,844970.12,1302537.32,1021860.0,8110.66,11835.94
2017-08-30,457567.2,913775.85,1371343.05,1052660.0,8119.22,11874.94
2017-08-31,457567.2,935979.46,1393546.66,1119185.0,8128.2,11919.94
2017-09-01,457567.2,916381.78,1373948.98,1099595.0,8127.9,11919.94
2017-09-02,457567.2,916380.43,1373947.63,1099595.0,8127.85,11919.94
2017-09-03,457567.2,916380.43,1373947.63,1099595.0,8127.85,11919.94
2017-09-04,457567.2,931267.2,1388834.4,1114475.0,8128.11,11919.94
2017-09-05,457567.2,988501.75,1446068.95,1245180.0,8186.83,11996.92
2017-09-06,457567.2,1006453.11,1464020.31,1263130.0,8186.88,11996.92
2017-09-07,457567.2,995999.85,1453567.05,1252730.0,8184.84,11996.91
2017-09-08,457567.2,1001727.73,1459294.93,1258480.0,8183.99,11996.9
2017-09-09,457567.2,1001743.98,1459311.18,1258480.0,8184.61,11996.9
2017-09-10,457567.2,1001743.98,1459311.18,1258480.0,8184.61,11996.9
2017-09-11,457567.2,1053822.17,1511389.37,1310560.0,8184.54,11996.9
2017-09-12,457567.2,1083596.31,1541163.51,1340340.0,8184.32,11996.9
2017-09-13,457567.2,1118183.08,1575750.28,1374920.0,8184.58,11996.9
2017-09-14,457567.2,1143860.43,1601427.63,1331280.0,8195.35,12066.9
2017-09-15,457567.2,1254489.56,1712056.76,1630026.05,8226.96,12136.91
2017-09-16,457567.2,1254488.46,1712055.66,1630021.74,8226.91,12136.91
2017-09-17,457567.2,1254489.2,1712056.4,1630024.62,8226.95,12136.91
2017-09-18,457567.2,1288065.81,1745633.01,1583920.0,8272.81,12172.84
2017-09-19,457567.2,1385447.29,1843014.49,1804629.72,8308.35,12232.83
2017-09-20,457567.2,1350467.06,1808034.26,1780889.34,8325.15,12245.12
2017-09-21,457567.2,1324320.51,1781887.71,1633090.0,8337.27,12245.13
2017-09-22,457567.2,1277428.51,1734995.71,1566200.0,8408.77,12339.52
2017-09-23,457567.2,1277429.6,1734996.8,1566200.0,8408.83,12339.52
2017-09-24,457567.2,1277928.96,1735496.16,1600250.0,8435.84,12374.43
2017-09-25,457567.2,1179167.42,1636734.62,1521940.0,8454.51,12395.99
2017-09-26,457567.2,1168852.33,1626419.53,1511630.0,8454.26,12395.98
2017-09-27,457567.2,1283886.05,1741453.25,1626675.0,8453.7,12395.98
2017-09-28,457567.2,1240694.69,1698261.89,1583480.0,8453.88,12395.98
2017-09-29,457567.2,1300628.33,1758195.53,1643410.0,8454.06,12395.98
2017-09-30,457567.2,1300621.05,1758188.25,1643410.0,8453.7,12395.98
2017-10-01,457567.2,1300628.33,1758195.53,1643410.0,8454.06,12395.98
2017-10-02,457567.2,1300622.51,1758189.71,1643410.0,8453.77,12395.98
2017-10-03,457567.2,1363575.42,1821142.62,1706360.0,8453.92,12395.98
2017-10-04,457567.2,1450674.51,1908241.71,1793470.0,8453.37,12395.98
2017-10-05,457567.2,1450675.24,1908242.44,1793470.0,8453.41,12395.98
2017-10-06,457567.2,1479782.96,1937350.16,1822585.0,8453.05,12395.98
2017-10-07,457567.2,1479782.24,1937349.44,1822585.0,8453.01,12395.98
2017-10-08,457567.2,1479782.24,1937349.44,1822585.0,8453.01,12395.98
2017-10-09,457567.2,1408793.24,1866360.44,1750510.0,8509.87,12523.3
2017-10-10,457567.2,1453969.6,1911536.8,1795690.0,8509.69,12523.3
2017-10-11,457567.2,1371655.43,1829222.63,1340290.0,8557.49,12897.31
2017-10-12,457567.2,1418963.36,1876530.56,1466560.0,8674.69,13144.1
2017-10-13,457567.2,1400588.36,1858155.56,1482050.0,8704.8,13180.1
2017-10-14,457567.2,1400582.54,1858149.74,1482050.0,8704.51,13180.1
2017-10-15,457567.2,1400637.54,1858204.74,1505550.0,8723.23,13204.74
2017-10-16,457567.2,1389667.27,1847234.47,1477440.0,8783.96,13633.74
2017-10-17,457567.2,1380379.88,1837947.08,1282240.0,8933.14,13825.77
2017-10-18,457567.2,1419260.65,1876827.85,1401175.0,8997.03,13908.92
2017-10-19,457567.2,1374459.58,1832026.78,1519820.0,9233.49,14232.69
2017-10-20,457567.2,1419656.12,1877223.32,1565010.0,9233.82,14232.69
2017-10-21,457567.2,1419656.49,1877223.69,1565010.0,9233.84,14232.69
2017-10-22,457567.2,1419661.94,1877229.14,1565010.0,9234.11,14232.7
2017-10-23,457567.2,1435362.18,1892929.38,1581210.0,9293.18,14432.7
2017-10-24,457567.2,1441765.82,1899333.02,1587610.0,9293.36,14432.7
2017-10-25,457567.2,1478915.09,1936482.29,1624760.0,9293.32,14432.7
2017-10-26,457567.2,1471337.82,1928905.02,1617190.0,9292.96,14432.69
2017-10-27,457567.2,1451825.09,1909392.29,1597670.0,9293.32,14432.7
2017-10-28,457567.2,1451824.73,1909391.93,1597670.0,9293.3,14432.7
2017-10-29,457567.2,1451825.82,1909393.02,1597670.0,9293.36,14432.7
2017-10-30,457567.2,1446680.55,1904247.75,1640120.0,9330.6,14482.97
2017-10-31,457567.2,1465657.82,1923225.02,1659090.0,9330.96,14482.98
2017-11-01,457567.2,1436823.09,1894390.29,1630260.0,9330.72,14482.97
2017-11-02,457567.2,1428902.18,1886469.38,1622330.0,9331.18,14482.98
2017-11-03,457567.2,1417257.56,1874824.76,1595470.0,9346.78,14544.98
2017-11-04,457567.2,1417257.56,1874824.76,1595470.0,9346.78,14544.98
2017-11-05,457567.2,1417257.56,1874824.76,1595470.0,9346.78,14544.98
2017-11-06,457567.2,1379234.74,1836801.94,1579110.0,9354.05,14566.98
2017-11-07,457567.2,1411869.83,1869437.03,1611740.0,9354.3,14566.98
2017-11-08,457567.2,1413309.29,1870876.49,1711310.0,9393.32,14666.97
2017-11-09,457567.2,1451233.11,1908800.31,1749220.0,9394.01,14666.97
2017-11-10,457567.2,1451554.02,1909121.22,1749530.0,9394.55,14666.98
2017-11-11,457567.2,1451547.84,1909115.04,1749530.0,9394.24,14666.98
2017-11-12,457567.2,1451547.84,1909115.04,1749530.0,9394.24,14666.98
2017-11-13,457567.2,1441515.28,1899082.48,1694680.0,9430.18,14713.98
2017-11-14,457567.2,1416656.46,1874223.66,1845970.0,9498.61,14892.8
2017-11-15,457567.2,1405047.73,1862614.93,1834350.0,9499.17,14892.81
2017-11-16,457567.2,1431267.55,1888834.75,1860560.0,9499.65,14892.81
2017-11-17,457567.2,1414806.14,1872373.34,1707770.0,9577.69,15033.81
2017-11-18,457567.2,1414801.41,1872368.61,1707770.0,9577.46,15033.81
2017-11-19,457567.2,1414801.78,1872368.98,1707770.0,9577.48,15033.81
2017-11-20,457567.2,1399046.54,1856613.74,1546120.0,9637.29,15183.81
2017-11-21,457567.2,1461745.09,1919312.29,1608820.0,9637.22,15183.81
2017-11-22,457567.2,1483779.31,1941346.51,1654450.0,9644.58,15207.81
2017-11-23,457567.2,1449258.59,1906825.79,1619930.0,9644.54,15207.81
2017-11-24,457567.2,1469160.59,1926727.79,1639840.0,9644.15,15207.81
2017-11-25,457567.2,1469157.68,1926724.88,1639840.0,9644.0,15207.81
2017-11-26,457567.2,1468833.6,1926400.8,1562340.0,9698.08,15277.81
2017-11-27,457567.2,1431045.01,1888612.21,1429900.0,9740.19,15417.8
2017-11-28,457567.2,1443773.26,1901340.46,1515138.26,9771.58,15417.8
2017-11-29,457567.2,1450925.69,1908492.89,1522328.03,9772.8,15417.81
2017-11-30,457567.2,1391113.26,1848680.46,1485621.83,9780.27,15440.81
2017-12-01,457567.2,1381571.55,1839138.75,1476092.0,9780.66,15440.81
2017-12-02,457567.2,1381573.54,1839140.74,1476097.95,9780.79,15440.81
2017-12-03,457567.2,1381573.82,1839141.02,1476098.8,9780.81,15440.81
2017-12-04,457567.2,1403175.61,1860742.81,1642825.86,9908.65,15486.82
2017-12-05,457567.2,1395496.04,1853063.24,1635092.52,9908.07,15486.82
2017-12-06,457567.2,1332739.89,1790307.09,1514657.61,10007.59,15719.81
2017-12-07,457567.2,1316683.93,1774251.13,1536596.04,10020.92,15758.81
2017-12-08,457567.2,1367243.63,1824810.83,1587068.6,10019.99,15758.81
2017-12-09,457567.2,1367243.16,1824810.36,1587062.57,10019.93,15758.8
2017-12-10,457567.2,1367243.16,1824810.36,1587062.57,10019.93,15758.8
2017-12-11,457567.2,1385385.43,1842952.63,1605227.09,10020.17,15758.81
2017-12-12,457567.2,1368366.27,1825933.47,1588220.91,10020.31,15758.81
2017-12-13,457567.2,1402909.58,1860476.78,1469300.0,10181.93,15758.81
2017-12-14,457567.2,1420832.26,1878399.46,1487220.0,10182.46,15758.81
2017-12-15,457567.2,1369149.09,1826716.29,1435530.0,10183.8,15758.81
2017-12-16,457567.2,1369145.84,1826713.04,1435530.0,10183.16,15758.81
2017-12-17,457567.2,1369145.84,1826713.04,1435530.0,10183.16,15758.81
2017-12-18,457567.2,1356499.15,1814066.35,1388520.0,10192.62,15793.82
2017-12-19,457567.2,1352839.8,1810407.0,1221050.0,10218.84,15958.82
2017-12-20,457567.2,1332764.59,1790331.79,1094150.0,10355.14,16148.83
2017-12-21,457567.2,1349909.89,1807477.09,1111300.0,10354.22,16148.82
2017-12-22,457567.2,1364394.41,1821961.61,1125790.0,10353.14,16148.82
2017-12-23,457567.2,1364395.64,1821962.84,1125790.0,10353.38,16148.82
2017-12-24,457567.2,1364395.64,1821962.84,1125790.0,10353.38,16148.82
2017-12-25,457567.2,1364397.66,1821964.86,1125790.0,10353.78,16148.82
2017-12-26,457567.2,1364395.87,1821963.07,1125790.0,10353.43,16148.82
2017-12-27,457567.2,1389832.29,1847399.49,1151230.0,10352.72,16148.81
2017-12-28,457567.2,1407736.31,1865303.51,1169130.0,10353.52,16148.82
2017-12-29,100567.2,1413425.31,1513992.51,1174820.0,10353.32,16148.82
2017-12-30,100567.2,1413425.31,1513992.51,1174820.0,10353.32,16148.82
2017-12-31,100567.2,1413425.31,1513992.51,1174820.0,10353.32,16148.82
2018-01-01,100567.2,1413423.18,1513990.38,1174820.0,10352.9,16148.81
2018-01-02,100567.2,1483445.64,1584012.84,1244840.0,10353.38,16148.82
2018-01-03,100567.2,1503687.32,1604254.52,1265080.0,10353.71,16148.82
2018-01-04,100567.2,1515928.44,1616495.64,1277320.0,10353.93,16148.82
2018-01-05,100567.2,1532020.12,1632587.32,1293410.0,10354.26,16148.82
2018-01-06,100567.2,1532020.12,1632587.32,1293410.0,10354.26,16148.82
2018-01-07,100567.2,1532018.78,1632585.98,1293410.0,10354.0,16148.82
2018-01-08,100567.2,1552158.78,1652725.98,1564440.0,10389.8,16400.82
2018-01-09,100567.2,1544333.09,1644900.29,1620000.0,10435.9,16565.82
2018-01-10,100567.2,1548486.33,1649053.53,1536370.0,10464.86,16654.82
2018-01-11,100567.2,1525310.45,1625877.65,1598050.0,10584.89,16744.83
2018-01-12,100567.2,1551740.34,1652307.54,1624480.0,10584.87,16744.83
2018-01-13,100567.2,1551740.34,1652307.54,1624480.0,10584.87,16744.83
2018-01-14,100567.2,1551738.77,1652305.97,1624480.0,10584.56,16744.82
2018-01-15,100567.2,1526190.68,1626757.88,1598930.0,10584.93,16744.83
2018-01-16,100567.2,1568353.57,1668920.77,1519730.0,10600.44,16866.83
2018-01-17,100567.2,1594167.08,1694734.28,1545550.0,10599.17,16866.82
2018-01-18,100567.2,1560486.74,1661053.94,1511870.0,10599.1,16866.82
