Date,Fund,Earning,Market,Value,Commission,Tax
2017-12-12,457567.2,1368366.27,1588220.91,1825933.47,10020.31,15758.81
2017-12-13,457567.2,1402909.58,1469300.0,1860476.78,10181.93,15758.81
2017-12-14,457567.2,1420832.26,1487220.0,1878399.46,10182.46,15758.81
2017-12-15,457567.2,1369149.09,1435530.0,1826716.29,10183.8,15758.81
2017-12-16,457567.2,1369145.84,1435530.0,1826713.04,10183.16,15758.81
2017-12-17,457567.2,1369145.84,1435530.0,1826713.04,10183.16,15758.81
2017-12-18,457567.2,1356499.15,1388520.0,1814066.35,10192.62,15793.82
2017-12-19,457567.2,1352839.8,1221050.0,1810407.0,10218.84,15958.82
2017-12-20,457567.2,1332764.59,1094150.0,1790331.79,10355.14,16148.83
2017-12-21,457567.2,1349909.89,1111300.0,1807477.09,10354.22,16148.82
2017-12-22,457567.2,1364394.41,1125790.0,1821961.61,10353.14,16148.82
2017-12-23,457567.2,1364395.64,1125790.0,1821962.84,10353.38,16148.82
2017-12-24,457567.2,1364395.64,1125790.0,1821962.84,10353.38,16148.82
2017-12-25,457567.2,1364397.66,1125790.0,1821964.86,10353.78,16148.82
2017-12-26,457567.2,1364395.87,1125790.0,1821963.07,10353.43,16148.82
2017-12-27,457567.2,1389832.29,1151230.0,1847399.49,10352.72,16148.81
2017-12-28,457567.2,1407736.31,1169130.0,1865303.51,10353.52,16148.82
2017-12-29,100567.2,1413425.31,1174820.0,1513992.51,10353.32,16148.82
2017-12-30,100567.2,1413425.31,1174820.0,1513992.51,10353.32,16148.82
2017-12-31,100567.2,1413425.31,1174820.0,1513992.51,10353.32,16148.82
2018-01-01,100567.2,1413423.18,1174820.0,1513990.38,10352.9,16148.81
2018-01-02,100567.2,1483445.64,1244840.0,1584012.84,10353.38,16148.82
2018-01-03,100567.2,1503687.32,1265080.0,1604254.52,10353.71,16148.82
2018-01-04,100567.2,1515928.44,1277320.0,1616495.64,10353.93,16148.82
2018-01-05,100567.2,1532020.12,1293410.0,1632587.32,10354.26,16148.82
2018-01-06,100567.2,1532020.12,1293410.0,1632587.32,10354.26,16148.82
2018-01-07,100567.2,1532018.78,1293410.0,1632585.98,10354.0,16148.82
2018-01-08,100567.2,1552158.78,1564440.0,1652725.98,10389.8,16400.82
2018-01-09,100567.2,1544333.09,1620000.0,1644900.29,10435.9,16565.82
2018-01-10,100567.2,1548486.33,1536370.0,1649053.53,10464.86,16654.82
2018-01-11,100567.2,1525310.45,1598050.0,1625877.65,10584.89,16744.83
2018-01-12,100567.2,1551740.34,1624480.0,1652307.54,10584.87,16744.83
2018-01-13,100567.2,1551740.34,1624480.0,1652307.54,10584.87,16744.83
2018-01-14,100567.2,1551738.77,1624480.0,1652305.97,10584.56,16744.82
2018-01-15,100567.2,1526190.68,1598930.0,1626757.88,10584.93,16744.83
2018-01-16,100567.2,1568353.57,1519730.0,1668920.77,10600.44,16866.83
2018-01-17,100567.2,1594167.08,1545550.0,1694734.28,10599.17,16866.82
